id,x,y
9100610435,2.2202430,41.5449153
9100621276,2.2076723,41.5407351
9100622784,2.2097200,41.5375000
9100623018,2.2133356,41.5387104
9100632834,2.2176727,41.5354334
9100639237,2.2081403,41.5329122
9100646097,2.2134024,41.5385494
9100646795,2.2130934,41.5393484
9100653307,2.2187350,41.5471420
9100686742,2.2064397,41.5365029
9100688668,2.2076124,41.5479653
9100055962,2.2127912,41.5440412
9100654473,2.2185275,41.5364259
9100687896,2.0238222,41.5766663
9100646871,2.0238222,41.5766663
9100646871,2.0238222,41.5766663
9100565225,2.1588520,41.6373520
9100582098,2.2859297,42.0012394
9100582039,2.2553511,41.9338179
9100453364,2.2797769,42.0065077
9100582034,2.2859297,42.0012394
9100160021,2.2827129,42.0018981
9100158833,2.2841079,42.0000201
9100681243,2.2852099,42.0046441
9100494906,2.2859297,42.0012394
9100698675,2.2269093,41.4356616
118470,2.2903800,41.6100748
118470,2.2903800,41.6100748
9100614413,2.2930703,41.6154062
9100626587,2.3021682,41.6098501
9100629896,2.2901386,41.5995054
9100630014,2.2899627,41.6000610
9100638648,2.2884292,41.5975345
9100639032,2.2902828,41.6091422
9100647947,2.2905456,41.6050949
9100702482,2.2902828,41.6091422
127151,2.2867282,41.5960953
127151,2.2867282,41.5960953
9100226319,2.2894172,41.6051624
9100621389,2.2884292,41.5975345
9100651895,2.2919194,41.6066418
9100696143,2.1886164,41.4772111
9100772092,1.9778551,41.2715237
9100378510,2.3066306,41.6475034
9100432797,2.2968737,41.6362062
9100373615,2.2886546,41.6079491
9100042719,2.2867308,41.6078892
9100291002,2.2904018,41.6135165
9100469494,2.2844361,41.6076185
9100620561,2.2880019,41.6094653
9100629126,2.2848378,41.6079349
9100645312,2.2884352,41.6083389
9100645312,2.2884352,41.6083389
9100731938,2.2908170,42.0688515
9100694999,2.2626881,42.0499809
9100613076,2.2365300,41.5144672
9100615213,2.2387255,41.6168847
9100617121,2.2680755,41.5423391
9100622604,2.2639501,41.5425769
9100626406,2.2358483,41.5730106
9100641568,2.2428345,41.5274308
9100642392,2.2809997,41.6098151
9100643360,2.2392923,41.6091585
9100645053,2.2378567,41.5166869
9100650953,2.2657650,41.5424778
9100650976,2.2630204,41.5396186
9100651605,2.2422342,41.5522085
9100652617,2.2776200,41.6000581
9100669500,2.2272296,41.5650830
9100683728,2.2454707,41.5497584
9100700812,2.2288549,41.5610382
9100735784,2.2503758,41.9493593
9100658240,2.2911384,42.0706327
9100670575,2.2440361,42.0097548
9100742665,2.1654577,42.2991932
9100159110,2.2291876,41.8499396
9100121555,2.1889602,41.9103794
9100529186,2.2692686,42.0628895
9100528087,2.2388317,42.0577275
9100517311,2.2735167,42.0618766
9100513817,2.2588065,42.0472690
9100378362,2.2619260,42.0614029
9100369663,2.2176420,42.1014165
9100281570,2.2432687,42.0537348
9100159884,2.2176548,42.1015934
9100159296,2.2733199,42.0421397
9100126286,2.2523327,42.0509255
9100122181,2.2633591,42.0486753
